10.1111/tpj.14781 | Azospirillum lipoferum | drought | maize | "In this context, the research was designed to study the effects of Azospirillum lipoferum strain (Accession no. GQ255950) inoculation on biochemical attributes and growth of maize plant under drought stress." | NO
10.1016/j.apsoil.2016.04.009 | Bacillus | drought | sorghum | "For example, Grover et al. (2014) reported that sorghum plants treated with PGPR, Bacillus spp strain KB 129 under drought stress showed 24% increase in RWC over plants that were not treated with PGPR." | YES
10.1016/j.apsoil.2016.04.009 | Azospirillum brasilense | drought | maize | "Casanovas et al. (2002) suggested that the high RWC in maize treated with Azospirillum brasilense BR11005spp. was a result of bacterial absicisic acid (ABA) that induced stomatal closure and mitigated drought stress." | YES
10.1016/j.apsoil.2016.04.009 | Pseudomonas putida | drought | Trifolium repens | "Treatment of clover (Trifolium repens L.) plants with PGPR (P. putida and B. megaterium) increased shoot and root biomass and water content under drought stress, and these increases were correlated with increased IAA production also elicited by the applied PGPR (Marulanda et al., 2009)." | YES
10.1016/j.apsoil.2016.04.009 | Bacillus megaterium | drought | Trifolium repens | "Treatment of clover (Trifolium repens L.) plants with PGPR (P. putida and B. megaterium) increased shoot and root biomass and water content under drought stress, and these increases were correlated with increased IAA production also elicited by the applied PGPR (Marulanda et al., 2009)." | YES
10.1016/j.apsoil.2016.04.009 | Phyllobacterium brassicacearum | drought | Arabidopsis | "Treatment of Arabidopsis plants with PGPR Phyllobacterium brassicacearum strain STM196 resulted in increased lateral root length and modifications of the root architecture that led to the observed drought tolerance (Bresson et al., 2014)." | YES
10.1016/j.apsoil.2016.04.009 | Pseudomonas | drought | Pea | "For example, treatment of pea plants with Pseudomonas spp. containing ACC deaminase partially eliminated the effects of drought stress (Arshad et al., 2008)." | YES
10.1016/j.apsoil.2016.04.009 | Bacillus licheniformis | drought | pepper | "Lim and Kim (2013) showed that pepper plants treated with PGPR Bacillus licheniformis K11 tolerated drought stress and had better survival compared to non-treated plants." | YES
10.1038/s41598-020-73489-z | Bacillus subtilis | drought | potato | "This study was conducted to investigate whether plant growth-promoting rhizobacteria (PGPR) Bacillus subtilis HAS31 has potential to maintain potato growth and yield under drought stress." | NO
10.1038/s41598-020-73489-z | Bacillus subtilis | drought | potato | "However, the evidence whether PGPR isolated as Bacillus subtilis HAS31 has ability to induce tolerance against drought stress in potato, is not clear yet." | NO
10.1016/j.scienta.2017.11.028 | Trichoderma harzianum | cold | Solanum lycopersicum | "The effect of Trichoderma harzianum in mitigating low temperature stress in tomato (Solanum lycopersicum L.) plants" | NO
10.1016/j.scienta.2017.11.028 | Trichoderma harzianum | cold | Solanum lycopersicum | "In this study, the effects of Trichoderma harzianum AK20G strain (Th), as a bio-control agent, was investigated on the tolerance of tomato (Solanum lycopersicum L.) plants under chilling stress." | NO
10.1016/j.scienta.2017.11.028 | Trichoderma harzianum | drought | rice | "It has been reported that Trichoderma harzianum strain (Th-56) postpones drought responses in rice (Pandey et al., 2016)." | YES
10.1016/j.scienta.2017.11.028 | Trichoderma harzianum | salt | rice | "Rawat et al. exhibited that seed bio-priming with salinity tolerant isolates of T. harzianum alleviates salt stress effects in rice plants (Rawat et al., 2012)." | YES
10.1016/j.scienta.2017.11.028 | Trichoderma harzianum | salt | Squash | "In a study it was shown that squash plants treated with T. harzianum were more tolerant to salinity compared to control plants (Ahmad et al., 2015)." | YES
10.1016/j.scienta.2017.11.028 | Trichoderma harzianum | cold | tomato | "The present study is conducted to comprehensively elucidate the effect of T. harzianum on the cold tolerance of tomato plants." | NO
10.1016/j.scienta.2017.11.028 | Trichoderma | salt | Arabidopsis | "Contreras-Cornejo et al. (2014) reported that Arabidopsis seedlings inoculated with Trichoderma sp. under salt stress showed more accumulation of proline as compared to control seedlings." | NO
10.1093/mp/sst028 | Curvularia protuberata | heat | Dichanthelium lanuginosum | "For example, Curvularia protuberata confers heat tolerance to its geothermal host plant Dichanthelium lanuginosum." | YES
10.1093/mp/sst028 | Fusarium culmorum | salt | Leymus mollis | "However, the F. culmorum isolate FcRed1 functions as a beneficial microbe and confers salt tolerance on its host dunegrass Leymus mollis, but isolates from non-coastal dunegrass do not have this property (Rodriguez et al., 2008)." | YES
10.1093/mp/sst028 | Curvularia protuberata | heat | Dichanthelium lanuginosum | "C. protuberata is a plant pathogen for several monocots, but isolate Cp4666D confers heat and drought tolerance to its host plant D. lanuginosum (Rodriguez et al., 2008)." | YES
10.1093/mp/sst028 | Curvularia protuberata | drought | Dichanthelium lanuginosum | "C. protuberata is a plant pathogen for several monocots, but isolate Cp4666D confers heat and drought tolerance to its host plant D. lanuginosum (Rodriguez et al., 2008)." | YES
10.1093/mp/sst028 | Curvularia protuberata | heat | Dichanthelium lanuginosum | "While Curvularia species are not known to have broad disease-host ranges, C. protuberata from the monocot D. lanuginosum also confers heat tolerance on tomato (Marquez et al., 2007; Rodriguez et al., 2008)." | NO
10.1093/mp/sst028 | Curvularia protuberata | heat | tomato | "While Curvularia species are not known to have broad disease-host ranges, C. protuberata from the monocot D. lanuginosum also confers heat tolerance on tomato (Marquez et al., 2007; Rodriguez et al., 2008)." | YES
10.1139/W07-081 | Azospirillum brasilense | salt | maize | "Similarly, Hamdia et al . (2004) also observed an increase in protein concentration in maize under salt stress owing to inoculation with Azospirillum brasilense." | YES
10.1590/S1415-475738420150053 | Alcaligenes | salt | rice | "Bal et al. (2013) demonstrated the effectiveness of bacteria exhibiting ACC deaminase activity, such as Alcaligenes sp., Bacillus sp., and Ochrobactrum sp., in inducing salt tolerance and consequently improving the growth of rice plants under salt stress conditions." | YES
10.1590/S1415-475738420150053 | Bacillus | salt | rice | "Bal et al. (2013) demonstrated the effectiveness of bacteria exhibiting ACC deaminase activity, such as Alcaligenes sp., Bacillus sp., and Ochrobactrum sp., in inducing salt tolerance and consequently improving the growth of rice plants under salt stress conditions." | YES
10.1590/S1415-475738420150053 | Ochrobactrum | salt | rice | "Bal et al. (2013) demonstrated the effectiveness of bacteria exhibiting ACC deaminase activity, such as Alcaligenes sp., Bacillus sp., and Ochrobactrum sp., in inducing salt tolerance and consequently improving the growth of rice plants under salt stress conditions." | YES
10.1590/S1415-475738420150053 | Pseudomonas | drought | Pisum sativum | "Arshad et al. (2008) obtained similar results, demonstrating that a strain of Pseudomonas spp. with ACC deaminase activity partially eliminated the effect of drought stress on the growth of peas (Pisum sativum L.)." | YES
10.1590/S1415-475738420150053 | Pseudomonas fluorescens | salt | tomato | "Similarly, tomato plants pretreated with the endophytic bacteria P. fluorescens and P. migulae displaying ACC deaminase activity were healthier and showed better growth under high salinity stress compared with plants pretreated with an ACC deaminase-deficient mutant or without bacterial treatment (Ali et al., 2014)." | YES
10.1590/S1415-475738420150053 | Pseudomonas migulae | salt | tomato | "Similarly, tomato plants pretreated with the endophytic bacteria P. fluorescens and P. migulae displaying ACC deaminase activity were healthier and showed better growth under high salinity stress compared with plants pretreated with an ACC deaminase-deficient mutant or without bacterial treatment (Ali et al., 2014)." | YES
10.1007/s00374-009-0404-9 | Pseudomonas | heat | Pigeon pea | "A thermotolerant strain AKM-P6 of Pseudomonas sp. possessing plant growth-promoting properties was isolated from rhizosphere of pigeon pea grown under semiarid conditions in India." | NO
10.1007/s00374-009-0404-9 | Curvularia | heat | Dichanthelium lanuginosum | "Redman et al. (2002) reported thermotolerance in Dichanthelium lanuginosum plants, by symbiotic fungi Curvularia sp." | YES
10.1007/s00374-009-0404-9 | Pseudomonas putida | heat | chickpea | "Srivastava et al. (2008) isolated a thermotolerant Pseudomonas putida NBR10987 strain from drought stressed rhizosphere of chickpea." | NO
10.1007/s00374-009-0404-9 | Pseudomonas putida | drought | chickpea | "Srivastava et al. (2008) isolated a thermotolerant Pseudomonas putida NBR10987 strain from drought stressed rhizosphere of chickpea." | NO
10.1007/s00374-009-0404-9 | Pseudomonas | heat | sorghum | "In the present investigation, an attempt was made to isolate thermotolerant strains of fluorescent Pseudomonas from semiarid regions and to study the ability of a selected thermotolerant fluorescent Pseudomonas sp. strain AKM-P6 to alleviate high temperature stress in sorghum seedlings." | NO
10.1007/s00374-009-0404-9 | Pseudomonas | heat | sorghum | "The protective effect of inoculated Pseudomonas strain AKM-P6 on sorghum seedlings exposed to elevated temperatures was studied under sterile and nonsterile soil conditions." | NO
10.1007/s00374-009-0404-9 | Paenibacillus polymyxa | drought | Arabidopsis thaliana | "Timmusk and Wagner (1999) demonstrated that inoculation with Paenibacillus polymyxa protected Arabidopsis thaliana from drought stress by increasing the expression of stress-induced gene Erd15." | YES
10.1007/s00374-009-0404-9 | Burkholderia phytofirmans | cold | sorghum | "Proline content of uninoculated plants increased by more than threefolds on exposure to elevated temperature indicating a role of this amino acid in stressed sorghum seedlings as it has been observed in grapevine inoculated with Burkholderia phytofirmans strain PsJN and subjected to chilling stress (Ait Barka et al. 2006)." | NO
10.1007/s00374-009-0404-9 | Burkholderia phytofirmans | cold | grapevine | "Proline content of uninoculated plants increased by more than threefolds on exposure to elevated temperature indicating a role of this amino acid in stressed sorghum seedlings as it has been observed in grapevine inoculated with Burkholderia phytofirmans strain PsJN and subjected to chilling stress (Ait Barka et al. 2006)." | YES
10.1007/s00374-009-0404-9 | Paraphaeosphaeria quadriseptata | heat | Arabidopsis thaliana | "McLellan et al. (2007) observed that the rhizosphere fungus Paraphaeosphaeria quadriseptata enhanced thermotolerance of Arabidopsis thaliana through induction of HSP101 and HSP70 proteins." | YES
10.1007/s00374-009-0404-9 | Pseudomonas | heat | sorghum | "Therefore, we suggest that the inoculation with Pseudomonas sp. strain AKM-P6 enhanced the tolerance of sorghum seedlings to high temperature due to the synthesis of high-molecular weight proteins and also to the improvement of cellular metabolites levels." | YES
10.1139/b03-119 | Azospirillum | drought | wheat | "There are scarce data connecting water relations in Azospirillum-inoculated wheat suffering drought during anthesis with the yield and mineral content of grains." | NO
10.1139/b03-119 | Azospirillum | drought | wheat | "A better water status and an additional 'elastic adjustment' in Azospirillum-inoculated wheat plants could be crucial in promoting higher grain yield and mineral quality at harvest, particularly when drought strikes during anthesis." | NO
