label	text	microorganism	stress	plant	id
1	In the present study, leaf area increased under <e2>drought-stressed</e2> and well-watered conditions, which may be linked to P uptake triggered by Pseudomonas or <e1>Pantoea</e1> inoculation, as reported for <e3>maize</e3> Chaudhary et al., 2022.	Pantoea	drought-stressed	maize	9581713
1	Similarly, the fungus <e1>Fusarium culmorum</e1>, isolated from the coastal dune grass Leymus mollis, confers <e2>salt</e2> tolerance ranging from 300–500 mM NaCl in <e3>tomato</e3> -REF-, while Penicillium minioluteum confers salinity stress resistance in soybeans Glycine max -REF-.	Fusarium culmorum	salt	tomato	7411952
0	There is evidence that many genera of bacteria can be a PGPB, for example Bacillus amyloliquefaciens, which confers protection in rice cultivation to stress caused by <e2>salinity</e2> and drought -REF-, Kosakonia radicincitans, which affects the number of amino acids, sugar and volatile compounds improving the flavor of the <e3>tomato</e3> -REF-, or even <e1>Variovorax paradoxus</e1>, which helps reduce fertilization in drought conditions of this same vegetable -REF-.	Variovorax paradoxus	salinity	tomato	8001772
1	In addition, <e1>Bacillus amyloliquefaciens SQR9</e1> reduced the proline contents of <e3>maize</e3> under <e2>salt</e2> stress condition -REF-.	Bacillus amyloliquefaciens SQR9	salt	maize	7688926
1	PGPR strains such as Pseudomonas jessenii, Anthrobacter nitroguajacolicus, and Pseudomonas synxantha inoculation of rice seedlings, Pseudomonas putida in maize, <e1>Bacillus polymyxa</e1> in <e3>tomato</e3>, Bacillus subtilis in mustard, Pseudomonas and Mesorhizobium cicero in green gram, are capable of promoting plants grown under <e2>drought</e2> stress conditions -REF-, -REF-, -REF-, -REF-.	Bacillus polymyxa	drought	tomato	9919780
0	Extracellular spermidine produced by <e1>Bacillus amyloliquefaciens SQR9</e1> has been demonstrated to enhance <e2>salt</e2> stress tolerance in <e3>Arabidopsis</e3> and maize -REF-.	Bacillus amyloliquefaciens SQR9	salt	Arabidopsis	11172717
1	While our previous reports show that <e1>Neocamarosporium</e1> species increase the proline content of <e3>cucumber</e3> and tomato plants only in higher levels of salinity and <e2>drought</e2> stress -REF-, here we observe that two halotolerant endophytic fungal species, N. goegapense, and N. chichastianum, improved the proline content of leaf under all levels of salinity and <e2>drought</e2> stress.	Neocamarosporium	drought	cucumber	9205400
1	When <e3>rice</e3> plants were stressed by <e2>drought</e2>, inoculating the plants with the plant growth-promoting, <e2>drought</e2>-tolerant <e1>Bacillus altitudinis</e1> FD48 increased relative water content, chlorophyll stability index, and membrane stability index compared to control uninoculated plants -REF-.	Bacillus altitudinis	drought	rice	10433232
0	For example, <e1>Bacillus paramycoides</e1> DT-85 and Bacillus licheniformis K11 were found to enhance drought tolerance in wheat and <e3>peppers</e3>, and Bacillus aryabhattai B8W22 and Bacillus halotolerans MSR-H4 improved <e2>salt</e2> stress tolerance in rice and wheat -REF-; -REF-; -REF-; -REF-.	Bacillus paramycoides	salt	peppers	11465243
1	Another endophytic bacterium, <e1>Pseudomonas pseudoalcaligenes</e1>, was shown to enhance <e2>salt</e2> tolerance in <e3>rice</e3> by accumulating high concentrations of glycine betaine-like compounds -REF-.	Pseudomonas pseudoalcaligenes	salt	rice	9600683
1	Previous studies by -REF- have confirmed that CK and ABA produced by <e1>Bacillus subtilis</e1> increased <e2>drought</e2> tolerance in <e3>Peyssonnelia orientalis</e3>.	Bacillus subtilis	drought	Peyssonnelia orientalis	10347528
1	Moreover, inoculating the rhizosphere with <e1>Bacillus amyloliquefaciens</e1> alleviated <e2>salt</e2> stress and allowed plants such as Arabidopsis Col-0, maize Jingtian, and rice <e3>Oryza sativa</e3> Lindenbergia indica var.	Bacillus amyloliquefaciens	salt	Oryza sativa	7688926
0	Bacterial strains belonging to the genera Pseudomonas, Bacillus, Klebsiella, Cupriavidus, Ochrobactrum, <e1>Isoptericola</e1>, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like <e3>wheat</e3> Triticum aestivum, rice Oryza sativa, alfalfa Medicago sativa and tomato -REF-, -REF-.	Isoptericola	saline conditions	wheat	9296610
0	Our results indicate that under adequate watering conditions, the <e2>drought</e2>-tolerant <e3>alfalfa</e3> variety AH already had abundant communities of <e2>drought</e2>-resistant bacteria, such as <e1>Ensifer</e1> -REF-, Massilia, and Stenotrophomonas -REF- in the rhizosphere, and that these bacteria began to increase only when the <e2>drought</e2>-sensitive variety QS was subjected to <e2>drought</e2> -REF-, -REF-.	Ensifer	drought	alfalfa	9995459
1	For total soluble sugar TSS, the highest TSS was recorded in <e3>tomato</e3> inoculated with <e1>Dermacoccus abyssi</e1> MT1.1T compared to non-inoculated with and without <e2>salt</e2> stress -REF-A.	Dermacoccus abyssi	salt	tomato	8869415
1	Studies have demonstrated that IAA-producing <e1>Bacillus</e1> bacteria significantly enhance the growth of <e3>wheat</e3> plants under normal conditions and <e2>drought</e2> stress -REF-, -REF- by increasing water and nutrient uptake.	Bacillus	drought	wheat	10745732
1	<e1>Funneliformis mosseae</e1> could enhance chlorophyll concentration of <e3>tomato</e3> leaves at <e2>low temperature</e2>, which was in agreement with the results of wheat and maize under cold stress by Paradis et al.	Funneliformis mosseae	low temperature	tomato	8071382
1	Collectively, this study concludes that the ROS-scavenging process mediated by antioxidant genes is a key mechanism that underlies the improved <e2>drought</e2> stress tolerance in <e3>rice</e3> conferred by <e1>Bacillus velezensis</e1> GH1-13.	Bacillus velezensis	drought	rice	11465243
1	A similar increase in the formation of photosynthetic pigments in <e3>maize</e3> plants raised at various levels of <e2>water stress</e2> was observed after inoculating drought-tolerant PGPR strains, namely, Pseudomonas aeruginosa, Enterobacter cloacae, and <e1>Leclercia adecarboxylata</e1> -REF-.	Leclercia adecarboxylata	water stress	maize	8614786
0	In this article, we present data on the effects of <e2>salinity</e2> stress on photosynthesis in <e3>tomato</e3> Lycoperiscon esculentum L. and rice Oryza sativa L. under the influence of halotolerant bacteria, <e1>Staphylococcus</e1> sciuri ET101.	Staphylococcus	salinity	tomato	7820118
1	The research indicated that a dose of <e1>Trichoderma harzianum</e1> inoculant 30 g/L is an effective means for improving <e2>drought</e2> tolerance in <e3>rice</e3> -REF-.	Trichoderma harzianum	drought	rice	8775878
0	Similarly, two drought-tolerant PGPR strains Bacillus cereus P2 and Planomicrobium chinense P1 reduced proline and malondialdehyde contents when inoculated to <e3>Helianthus annuus</e3> under <e2>water-stressed</e2> conditions -REF-, and decreases in proline and MDA contents in foliage were observed in <e2>water-stressed</e2> chickpea plants inoculated with three drought-tolerant PGPR strains, namely, Bazzania subtilis, Bacillus thuringiensis, and <e1>Bacillus megaterium</e1> -REF-.	Bacillus megaterium	water-stressed	Helianthus annuus	8614786
0	Among them six different genera Bacillus, Microbacterium, Achromobacter, Paraburkholderia, Aeromonas, Pseudomonas were isolated from commercial rice and seven different genera Bacillus, Aeromonas, Achromobacter, Microbacterium, Staphylococcus, <e1>Oerskovia</e1>, Cellulomonas from <e3>wild rice</e3> from both control unpaired and paired conditions under 0mM and 100mM <e2>salt</e2> stress.	Oerskovia	salt	wild rice	10516563
0	-REF- investigated the effects of AMF species, viz., Glomus etunicatum, Glomus intraradices, and Glomus mosseae able to mitigate the <e2>salinity</e2> effects on growth and yield of <e3>Cucumis sativus</e3> L. Another report on AMF species <e1>Claroideoglomus etunicatum</e1> formerly Glomus etunicatum, Funneliformis mosseae, and Rhizophagus irregularis had proven <e2>salinity</e2> mitigation ability in genotypes of wheat -REF-.	Claroideoglomus etunicatum	salinity	Cucumis sativus	9815931
0	In this study, we report the interaction between an arbuscular mycorrhizal fungus, <e1>Septoglomus constrictum</e1>, and <e3>tomato</e3> plants under <e2>heat</e2> stress.	Septoglomus constrictum	heat	tomato	11359853
0	Bacterial strains belonging to the genera Pseudomonas, Bacillus, Klebsiella, <e1>Cupriavidus</e1>, Ochrobactrum, Isoptericola, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like wheat Triticum aestivum, rice Oryza sativa, <e3>alfalfa</e3> Medicago sativa and tomato -REF-, -REF-.	Cupriavidus	saline conditions	alfalfa	9296610
0	Here, single, dual-inoculated <e1>Trichoderma longibrachiatum</e1> MF, AM fungal community or Glomus sp., and non-inoculated <e3>maize</e3> Zea may L. were subjected to different salinity levels 0, 75, 150, and 225 mM NaCl to test the synergistic effects of dual inoculants on <e3>maize</e3> plants in different <e2>salt</e2> stress conditions.	Trichoderma longibrachiatum	salt	maize	9142908
0	Other lineages also exhibited changes in the mutant, including increases in <e1>Chloroflexi</e1>, and decreases in Acidobacteria, which are only partially consistent with changes observed under <e2>drought</e2> as compared to control in WT <e3>maize</e3>.	Chloroflexi	drought	maize	8163885
1	Recent studies showed that <e2>drought</e2>-tolerant strains <e1>Bacillus megaterium</e1> MU2 and Bacillus licheniformis MU8, isolated from the rhizosphere of plants of arid and semi-arid conditions, have caused systemic resistance of <e3>wheat</e3> to <e2>drought</e2> -REF-.	Bacillus megaterium	drought	wheat	10383602
1	Similarly, <e1>Bacillus firmus</e1> SW5 inoculated <e3>soybean</e3> plants showed reduced levels of H2O2 and MDA under <e2>salt-stressed</e2> conditions -REF-.	Bacillus firmus	salt-stressed	soybean	11048422
1	In the current study, we report improved <e2>drought</e2> and salt stress tolerance and overall <e3>tomato</e3> growth in response to colonization with <e1>Ampelomyces</e1> sp.	Ampelomyces	drought	tomato	7411952
0	-REF- showed that Azospirillum and arbuscular mycorrhizal AM colonization improved growth and physiological traits of <e3>rice</e3> under well-watered and <e2>drought</e2> conditions; in particular, co-inoculation with AM and <e1>Azospirillum baldaniorum</e1> caused an increased gs of 35% and 80% under well-watered and <e2>drought</e2> conditions, respectively.	Azospirillum baldaniorum	drought	rice	8229731
1	<e1>Paenibacillus polymyxa</e1> enhanced the <e2>drought</e2> tolerance in <e3>Arabidopsis thaliana</e3> -REF-.	Paenibacillus polymyxa	drought	Arabidopsis thaliana	7646561
1	Conclusion In this study, we isolated the <e1>endophytic bacterium</e1> Pantoea alhagi NX-11, which produces high levels of EPSs, from the roots of sea <e3>rice</e3> and found that the inoculation of <e3>rice</e3> seedlings with this bacterium could effectively alleviate the toxicity of <e2>salt</e2> stress.	endophytic bacterium	salt	rice	6987256
0	Bacterial strains belonging to the genera <e1>Pseudomonas</e1>, Bacillus, Klebsiella, Cupriavidus, Ochrobactrum, Isoptericola, and Enterobacter were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like <e3>wheat</e3> Triticum aestivum, rice Oryza sativa, alfalfa Medicago sativa and tomato -REF-, -REF-.	Pseudomonas	saline conditions	wheat	9296610
1	The <e1>Enterobacter cancerogenus</e1> JY65 isolated from extremely desert saline-lkali soil promotes the growth of <e3>rice</e3> under <e2>salt</e2> stress by producing IAA -REF-.	Enterobacter cancerogenus	salt	rice	11176432
0	HvRAF, a novel AP2/ERF TF in <e3>barley</e3>, had dual regulatory functions under biotic <e1>Ralstonia solanacearum</e1> and abiotic <e2>salinity</e2> stresses -REF-.	Ralstonia solanacearum	salinity	barley	7238037
1	In <e2>drought</e2>-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, Pseudomonas sp., Burkholderia, <e1>Arthrobacter</e1>, Microccocus luteus, and Bacillus enhanced the <e2>drought</e2> tolerance of Arabidopsis thaliana -REF-, <e3>pepper</e3>, tomato -REF-, -REF-, wheat -REF- and maize -REF- plants.	Arthrobacter	drought	pepper	9415082
0	However, the role of <e1>Aspergillus aculeatus</e1> in drought and <e2>heat</e2> tolerance of <e3>perennial ryegrass</e3> remains unclear.	Aspergillus aculeatus	heat	perennial ryegrass	7933552
1	The development of a high-throughput greenhouse trial identified two pseudomonads, <e1>Pyrenophora poae</e1> 29G9 and Pseudomonas fluorescens 90F12-2, that increased <e3>petunia</e3> flower number and plant biomass under <e2>drought</e2> and low-nutrient conditions.	Pyrenophora poae	drought	petunia	6997531
0	Bacterial strains belonging to the genera Pseudomonas, Bacillus, Klebsiella, Cupriavidus, Ochrobactrum, Isoptericola, and <e1>Enterobacter</e1> were isolated and showed to promote growth of multiple plant species under <e2>saline conditions</e2>, including model plant species arabidopsis as well as crops like wheat Triticum aestivum, rice Oryza sativa, <e3>alfalfa</e3> Medicago sativa and tomato -REF-, -REF-.	Enterobacter	saline conditions	alfalfa	9296610
0	Based on these arguments, our study hypothesized that inoculation with <e1>Trichoderma asperellum</e1> may reduce the negative effects of <e2>drought</e2> on nutrition and physiological and morphological parameters of <e3>sugarcane</e3> plants.	Trichoderma asperellum	drought	sugarcane	8082249
0	Different Rhizobium species such as R. strain R1, Rhizobium tropici R2, R. cellulosilyticum R3, Rhizobium taibaishanense R4, and <e1>Ensifer meliloti</e1> R5 strains that were isolated from the rhizosphere of <e3>Bambara groundnut</e3> plants to enhanced seed germination of soybean PAN 1532 R plants when exposed to <e2>drought</e2>.	Ensifer meliloti	drought	Bambara groundnut	9706007
